test,approach,answer,time
ca-AstroPh,AF-WCC,62,8.469300204000001
ca-AstroPh,AF-WCC,63,8.469304323000001
ca-AstroPh,AF-WCC,64,8.469309443
ca-AstroPh,AF-WCC,65,8.469314192
ca-AstroPh,AF-WCC,66,8.469320197
ca-AstroPh,AF-WCC,67,8.469324544000001
ca-AstroPh,AF-WCC,68,8.469330264
ca-AstroPh,AF-WCC,69,8.469334695
ca-AstroPh,AF-WCC,70,8.469339255000001
ca-AstroPh,AF-WCC,71,8.469344882
ca-AstroPh,AF-WCC,72,8.469351123000001
ca-AstroPh,AF-WCC,73,8.469354433000001
ca-AstroPh,AF-WCC,74,8.469360492
ca-AstroPh,AF-WCC,75,8.470124419000001
ca-AstroPh,AF-WCC,76,8.470143832
ca-AstroPh,AF-WCC,77,8.470156047
ca-AstroPh,AF-WCC,78,8.470185205
ca-AstroPh,AF-WCC,79,8.470195977000001
ca-AstroPh,AF-WCC,80,8.470209695000001
ca-AstroPh,AF-WCC,81,8.470219270000001
ca-AstroPh,AF-WCC,82,8.470228813
ca-AstroPh,AF-WCC,83,8.470240009000001
ca-AstroPh,AF-WCC,84,8.470249972000001
ca-AstroPh,AF-WCC,85,8.470261027000001
ca-AstroPh,AF-WCC,86,8.470270691000001
ca-AstroPh,AF-WCC,87,8.470282011
ca-AstroPh,AF-WCC,88,8.470297479000001
ca-AstroPh,AF-WCC,89,8.470308069
ca-AstroPh,AF-WCC,90,8.470317023
ca-AstroPh,AF-WCC,91,8.470325649000001
ca-AstroPh,AF-WCC,92,8.470342445
ca-AstroPh,AF-WCC,93,8.470355105000001
ca-AstroPh,AF-WCC,94,8.470365515000001
ca-AstroPh,AF-WCC,95,8.470373437000001
ca-AstroPh,AF-WCC,96,8.470381297000001
ca-AstroPh,AF-WCC,97,8.470391150000001
ca-AstroPh,AF-WCC,98,8.470400583
ca-AstroPh,AF-WCC,99,8.470409844
ca-AstroPh,AF-WCC,100,8.470417904000001
ca-AstroPh,AF-WCC,101,8.470426716
ca-AstroPh,AF-WCC,102,8.470435568000001
ca-AstroPh,AF-WCC,103,8.470436634
ca-AstroPh,AF-WCC,104,8.470443927
ca-AstroPh,AF-WCC,105,8.470453421
ca-AstroPh,AF-WCC,106,8.470462696
ca-AstroPh,AF-WCC,107,8.470466979000001
ca-AstroPh,AF-WCC,108,8.470470782000001
ca-AstroPh,AF-WCC,109,8.470479513
ca-AstroPh,AF-WCC,110,8.470484789
ca-AstroPh,AF-WCC,111,8.470488648
ca-AstroPh,AF-WCC,112,8.470494761000001
ca-AstroPh,AF-WCC,113,8.470500058
ca-AstroPh,AF-WCC,114,8.47050653
ca-AstroPh,AF-WCC,115,8.470510293
ca-AstroPh,AF-WCC,116,8.470515659
ca-AstroPh,AF-WCC,117,8.470519328
ca-AstroPh,AF-WCC,118,8.47052476
ca-AstroPh,AF-WCC,119,8.470528545
ca-AstroPh,AF-WCC,120,8.470532989
ca-AstroPh,AF-WCC,121,8.470537292000001
ca-AstroPh,AF-WCC,122,8.470543948000001
ca-AstroPh,AF-WCC,123,8.47054626
ca-AstroPh,AF-WCC,124,8.470555537000001
ca-AstroPh,AF-WCC,125,8.470556425
ca-AstroPh,AF-WCC,126,8.470565914
ca-AstroPh,AF-WCC,127,8.470567353
ca-AstroPh,AF-WCC,128,8.470578934
ca-AstroPh,AF-WCC,129,8.470606617000001
ca-AstroPh,AF-WCC,130,8.470622471
ca-AstroPh,AF-WCC,131,8.47063331
ca-AstroPh,AF-WCC,132,8.470645038
ca-AstroPh,AF-WCC,133,8.470656235
ca-AstroPh,AF-WCC,134,8.470667234
ca-AstroPh,AF-WCC,135,8.470679800000001
ca-AstroPh,AF-WCC,136,8.470688363
ca-AstroPh,AF-WCC,137,8.470696503000001
ca-AstroPh,AF-WCC,138,8.470705098
ca-AstroPh,AF-WCC,139,8.470713447000001
ca-AstroPh,AF-WCC,140,8.47072164
ca-AstroPh,AF-WCC,141,8.470730377
ca-AstroPh,AF-WCC,142,8.470740611
ca-AstroPh,AF-WCC,143,8.470749519
ca-AstroPh,AF-WCC,144,8.47075785
ca-AstroPh,AF-WCC,145,8.470766988000001
ca-AstroPh,AF-WCC,146,8.470776433000001
ca-AstroPh,AF-WCC,147,8.470786217
ca-AstroPh,AF-WCC,148,8.476458212
ca-AstroPh,AF-WCC,149,8.476487525000001
ca-AstroPh,AF-WCC,150,8.476500876000001
ca-AstroPh,AF-WCC,151,8.476509763000001
ca-AstroPh,AF-WCC,152,8.476518616
ca-AstroPh,AF-WCC,153,8.476528024
ca-AstroPh,AF-WCC,154,8.476538655
ca-AstroPh,AF-WCC,155,8.476548168
ca-AstroPh,AF-WCC,156,8.47655788
ca-AstroPh,AF-WCC,157,8.476567853
ca-AstroPh,AF-WCC,158,8.476576479
ca-AstroPh,AF-WCC,159,8.488572467000001
ca-AstroPh,AF-WCC,160,8.488761737
ca-AstroPh,AF-WCC,161,8.48878887
ca-AstroPh,AF-WCC,162,8.488801050000001
ca-AstroPh,AF-WCC,163,8.488817157
ca-AstroPh,AF-WCC,164,8.488827854
ca-AstroPh,AF-WCC,165,8.488837764000001
ca-AstroPh,AF-WCC,166,8.488847519
ca-AstroPh,AF-WCC,167,8.488858338
ca-AstroPh,AF-WCC,168,8.488870434
ca-AstroPh,AF-WCC,169,8.488880543
ca-AstroPh,AF-WCC,170,8.48889136
ca-AstroPh,AF-WCC,171,8.488899767000001
ca-AstroPh,AF-WCC,172,8.488907805
ca-AstroPh,AF-WCC,173,8.488917370000001
ca-AstroPh,AF-WCC,174,8.488930005
ca-AstroPh,AF-WCC,175,8.494237868
ca-AstroPh,AF-WCC,176,8.494238000000001
ca-AstroPh,AF-WCC,177,8.494278859000001
ca-AstroPh,AF-WCC,178,8.494289214
ca-AstroPh,AF-WCC,179,8.494296525000001
ca-AstroPh,AF-WCC,180,8.494306143000001
ca-AstroPh,AF-WCC,181,8.494308801
ca-AstroPh,AF-WCC,182,8.494317864000001
ca-AstroPh,AF-WCC,183,8.494324513
ca-AstroPh,AF-WCC,184,8.494328524
ca-AstroPh,AF-WCC,185,8.494336407
ca-AstroPh,AF-WCC,186,8.494349603
ca-AstroPh,AF-WCC,187,8.494351116
ca-AstroPh,AF-WCC,188,8.494377624
ca-AstroPh,AF-WCC,189,8.494394706000001
ca-AstroPh,AF-WCC,190,8.494401626
ca-AstroPh,AF-WCC,191,8.494408501
ca-AstroPh,AF-WCC,192,8.49441163
ca-AstroPh,AF-WCC,193,8.494420765000001
ca-AstroPh,AF-WCC,194,8.494428671
ca-AstroPh,AF-WCC,195,8.494439827
ca-AstroPh,AF-WCC,196,8.494440029
ca-AstroPh,AF-WCC,197,8.494451974
ca-AstroPh,AF-WCC,198,8.494457787
ca-AstroPh,AF-WCC,199,8.494462034
ca-AstroPh,AF-WCC,200,8.494469457000001
ca-AstroPh,AF-WCC,201,8.494474705
ca-AstroPh,AF-WCC,202,8.494482749000001
ca-AstroPh,AF-WCC,203,8.494486789
ca-AstroPh,AF-WCC,204,8.494498546
ca-AstroPh,AF-WCC,205,8.494499915
ca-AstroPh,AF-WCC,206,8.494508389
ca-AstroPh,AF-WCC,207,8.494515412
ca-AstroPh,AF-WCC,208,8.494517803
ca-AstroPh,AF-WCC,209,8.494530113
ca-AstroPh,AF-WCC,210,8.494530944000001
ca-AstroPh,AF-WCC,211,8.494541373
ca-AstroPh,AF-WCC,212,8.49454427
ca-AstroPh,AF-WCC,213,8.494553749000001
ca-AstroPh,AF-WCC,214,8.494554884000001
ca-AstroPh,AF-WCC,215,8.494566892
ca-AstroPh,AF-WCC,216,8.49456836
ca-AstroPh,AF-WCC,217,8.494577547
ca-AstroPh,AF-WCC,218,8.494589441
ca-AstroPh,AF-WCC,219,8.494590632000001
ca-AstroPh,AF-WCC,220,8.494597435000001
ca-AstroPh,AF-WCC,221,8.494601592
ca-AstroPh,AF-WCC,222,8.494608787
ca-AstroPh,AF-WCC,223,8.494615819
ca-AstroPh,AF-WCC,224,8.494629602
ca-AstroPh,AF-WCC,225,8.494633740000001
ca-AstroPh,AF-WCC,226,8.494638727
ca-AstroPh,AF-WCC,227,8.494648972
ca-AstroPh,AF-WCC,228,8.494656219000001
ca-AstroPh,AF-WCC,229,8.494657751
ca-AstroPh,AF-WCC,230,8.494672912
ca-AstroPh,AF-WCC,231,8.494678485
ca-AstroPh,AF-WCC,232,8.494684241
ca-AstroPh,AF-WCC,233,8.494693789000001
ca-AstroPh,AF-WCC,234,8.494701439
ca-AstroPh,AF-WCC,235,8.494713395
ca-AstroPh,AF-WCC,236,8.494714656000001
ca-AstroPh,AF-WCC,237,8.494723949
ca-AstroPh,AF-WCC,238,8.494725370000001
ca-AstroPh,AF-WCC,239,8.494735796
ca-AstroPh,AF-WCC,240,8.494736961000001
ca-AstroPh,AF-WCC,241,8.494746983
ca-AstroPh,AF-WCC,242,8.494751216000001
ca-AstroPh,AF-WCC,243,8.494756525
ca-AstroPh,AF-WCC,244,8.494761942
ca-AstroPh,AF-WCC,245,8.494766559
ca-AstroPh,AF-WCC,246,8.494776878
ca-AstroPh,AF-WCC,247,8.494781702000001
ca-AstroPh,AF-WCC,248,8.494785582
ca-AstroPh,AF-WCC,249,8.504594165
ca-AstroPh,AF-WCC,250,8.504650227
ca-AstroPh,AF-WCC,251,8.504663599
ca-AstroPh,AF-WCC,252,8.504673602
ca-AstroPh,AF-WCC,253,8.504683488000001
ca-AstroPh,AF-WCC,254,8.504693111
ca-AstroPh,AF-WCC,255,8.50470387
ca-AstroPh,AF-WCC,256,8.504715845
ca-AstroPh,AF-WCC,257,8.504728281
ca-AstroPh,AF-WCC,258,8.504740645
ca-AstroPh,AF-WCC,259,8.504750461
ca-AstroPh,AF-WCC,260,8.504759221
ca-AstroPh,AF-WCC,261,8.504768532
ca-AstroPh,AF-WCC,262,8.504781458
ca-AstroPh,AF-WCC,263,8.504805761
ca-AstroPh,AF-WCC,264,8.504817432000001
ca-AstroPh,AF-WCC,265,8.504827129
ca-AstroPh,AF-WCC,266,8.504836712000001
ca-AstroPh,AF-WCC,267,8.504849662
ca-AstroPh,AF-WCC,268,8.504858248
ca-AstroPh,AF-WCC,269,8.504866123000001
ca-AstroPh,AF-WCC,270,8.504875307
ca-AstroPh,AF-WCC,271,8.504884001
ca-AstroPh,AF-WCC,272,8.504892952
ca-AstroPh,AF-WCC,273,8.504901726
ca-AstroPh,AF-WCC,274,8.504909467000001
ca-AstroPh,AF-WCC,275,8.504917249
ca-AstroPh,AF-WCC,276,8.504927330000001
ca-AstroPh,AF-WCC,277,8.504935421
ca-AstroPh,AF-WCC,278,8.504943432000001
ca-AstroPh,AF-WCC,279,8.50495291
ca-AstroPh,AF-WCC,280,8.504963831000001
ca-AstroPh,AF-WCC,281,8.504971821
ca-AstroPh,AF-WCC,282,8.504979643
ca-AstroPh,AF-WCC,283,8.504988125
ca-AstroPh,AF-WCC,284,8.504996929
ca-AstroPh,AF-WCC,285,8.5050057
ca-AstroPh,AF-WCC,286,8.505015093
ca-AstroPh,AF-WCC,287,8.505022819
ca-AstroPh,AF-WCC,288,8.505030744
ca-AstroPh,AF-WCC,289,8.505040355
ca-AstroPh,AF-WCC,290,8.505048896
